,id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle,signature,inventory_nr,Unnamed: 0,text,text_3,text_2,text_1,lev,sys,numbis,vw,backreference,subject_list,year_clean
506252,BV038301784,ita,"Del Pesco, Daniela",Alla ricerca di Giovanni Antonio Dosio,,Danila del Pesco,,,1992,,Museo Nazionale di San Martino|Florenz|Architektur|Leo XI. (Papst),b|g|s|p,,,,,,,,,,,,,,,MuseoNazionalediSanMartino Florenz Architektur LeoXI.(Papst),1992.0
95423,BV035062441,lat,"Dasypodius, Konrad","Heron mechanicus: seu de mechanicis artibus, atque disciplinis, eiusdem horologii astronomici, Argentorati in summo templo erecti, descriptio",,Conradus Dasypodius. Transl. by Bernard Aratowsky. With an introd. and commentary by Günther Oestmann,Augsburg,Rauner,2008,"Oestmann, Günther|Aratowsky, Bernard",Münster Straßburg|Astronomische Uhr,g|s,BV001846336,Algorismus,,,,,,,,,,,,,MünsterStraßburg AstronomischeUhr,2008.0
782401,BV038766888,fre,"Smeyers, Maurits",La miniature,,par Maurice Smeyers,Turnhout,Brepols,1974,,Buchmalerei,s,BV037477207,Typologie des sources du moyen âge occidental,,,,,,,,,,,,,Buchmalerei,1974.0
536825,BV038345113,fre,"Fontaine, Jacques",Une synthèse hispanique,,Jacques Fontaine,,,1987,,Spanien|Buchmalerei,g|s,,,,,,,,,,,,,,,Spanien Buchmalerei,1987.0
731390,BV038651981,fre,"Choay, Françoise",Grands ensembles et petites constructions,,Françoise Choay,,,1964,,Städtebau,s,,,,,,,,,,,,,,,Städtebau,1964.0
369885,BV038133977,eng,"Enenkel, Karl A. E.",Alciato's ideas on the religious,,,,,1998,,"Alciati, Andrea",p,,,,,,,,,,,,,,,AlciatiAndrea,1998.0
135653,BV037635242,eng,,French drawings from the British Museum,,"organized by the Metropolitan Museum of Art, New York, and the British Museum. Perrin Stein",London,<<The>> British Museum Press [u.a.],2005,"Stein, Perrin",Britisches Museum Department of Prints and Drawings,b,,,,,,,,,,,,,,,BritischesMuseumDepartmentofPrintsandDrawings,2005.0
662341,BV038542956,eng,"Samaltanos, Katia",If the wages of sin is death,,Katia Samaltanos,,,1987,,"Picasso, Pablo|Frankreich|Kunststil",p|g|s,,,,,,,,,,,,,,,PicassoPablo Frankreich Kunststil,1987.0
976174,BV044474446,eng,"Tomasini, Floris",Remembering and disremembering the dead,,Floris Tomasini,London,Palgrave Macmillan,[2017],,Tod,s,,,,,,,,,,,,,,,Tod,2017.0
711027,BV038619812,eng,"Woolfenden, William E.",Archives of American art,,William E. Woolfenden,,,[1955?],,"Inman, Henry",p,,,,,,,,,,,,,,,InmanHenry,1955.0
390071,BV038160466,spa,"Herrero Sanz, María Jesús",Localización de las esculturas del palacio real de La Granja de San Ildefonso según los Inventarios reales,,,,,2000,,La Granja de San Ildefonso,g,,,,,,,,,,,,,,,LaGranjadeSanIldefonso,2000.0
402526,BV038178028,ita,"De Nittis, Vincenzo",Il convento dei Cappuccini e la chiesa di S. Maria delle Grazie a Gerace,,Vincenzo De Nittis,,,1997,,Kloster Santa Maria delle Grazie Gerace|Architektur|Santa Maria delle Grazie,b|s|g,,,,,,,,,,,,,,,KlosterSantaMariadelleGrazieGerace Architektur SantaMariadelleGrazie,1997.0
727155,BV038645245,fre,"Carbonell-Lamothe, Yvette","Deux collégiales du XIVe siècle dans l'Aude, Saint-Vincent de Montreal et Saint-Michel de Castelnaudary",,Yvette Carbonell-Lamothe,,,1973,,Castelnaudary|Sakralbau,g|s,,,,,,,,,,,,,,,Castelnaudary Sakralbau,1973.0
583152,BV038418731,fre,"Kjellberg, Pierre",Pour devenir compétent en argenterie Empire,,Pierre Kjellberg,,,1965,,Frankreich|Marke,g|s,,,,,,,,,,,,,,,Frankreich Marke,1965.0
571314,BV038398236,ger,"Hrbková, R°užena",Holitscher Fayencen,,Růžena Hrbková,,,1959,,Holíč|Fayence,g|s,,,,,,,,,,,,,,,Holíč Fayence,1959.0
947314,BV043489694,rus,,Petrovskoe vremja v licach - 2015,,"Gosudarstvennyj Ėrmitaž ; redakcionnaja kollegija: V.V. Meščerjakov, I.V. Saverkina (naučnyj redaktor)",Sankt-Peterburg,Izdatelʹstvo Gosudarstvennogo Ėrmitaža,2015,"Meščerjakov, Vladimir Vladimirovič|Saverkina, Irina Vitalʹevna","Peter I. (Russland, Zar)|Russland|Kunst",p|g|s,BV011847213,Trudy Gosudarstvennogo Ėrmitaža,,,,,,,,,,,,,PeterI.(RusslandZar) Russland Kunst,2015.0
671020,BV038556314,ger,"Schumann, Waltraut",Zum Selbstbildnis von Otto Dix auf dem Triptychon Der Krieg,,Waltraud Schumann,,,1966,,"Dix, Otto|Bildnis",p|s,,,,,,,,,,,,,,,DixOtto Bildnis,1966.0
120579,BV038964996,ger,,Kunstgeschichte,,hrsg. von Hans Belting ; Heinrich Dilly ...,Berlin,Reimer,1986,"Belting, Hans|Dilly, Heinrich",Kunstwissenschaft,s,,,,,,,,,,,,,,,Kunstwissenschaft,1986.0
517685,BV038316008,ger,,Notiz über Gedenkfeier an seinem Grabe,,,,,1956,,Rembrandt (Harmensz van Rijn),p,,,,,,,,,,,,,,,Rembrandt(HarmenszvanRijn),1956.0
3860,BV000921782,eng,"Hamilton, George Heard",Painting and sculpture in Europe 1880 to 1940,,George Heard Hamilton,"Harmondsworth, Middlesex [u.a.]",Penguin Books,1967,,Plastik|Europa,s|g,BV000891951,The Pelican history of art,,,,,,,,,,,,,Plastik Europa,1967.0
28372,BV005844758,ita,,L'espressionismo italiano,,a cura di Renato Barilli,Milano,Fabbri,1990,"Barilli, Renato",Italien|Kunst,g|s,,,,,,,,,,,,,,,Italien Kunst,1990.0
722023,BV038637173,ger,"Brües, Eva",Das Werk des Malers Ernst Schumacher,,Eva Brües,,,1981,,"Schumacher, Ernst",p,,,,,,,,,,,,,,,SchumacherErnst,1981.0
986809,BV044876691,eng,"Goodman, Sharon",Modesty Prevails,,Sharon Goodman,,,2016,,"Mayhew, John|Möbel",p|s,,,,,,,,,,,,,,,MayhewJohn Möbel,2016.0
988782,BV044915476,eng,,Sensing the sacred in medieval and early modern culture,,"edited by Robin Macdonald, Emilie K.M. Murphy, and Elizabeth L. Swann",London ; New York,"Routledge, Taylor & Francis Group",2018,"Macdonald, Robin|Murphy, Emilie K. M.|Swann, Elizabeth",Sinne,s,,,,,,,,,,,,,,,Sinne,2018.0
830503,BV038895390,eng,,In search of modern architecture,,ed. by Helen Searing,Cambridge [u.a.],MIT Press,1982,"Searing, Helen|Hitchcock, Henry Russell","Architektur|Hitchcock, Henry Russell",s|p,BV038752507,Architectural History Foundation,,,,,,,,,,,,,Architektur HitchcockHenryRussell,1982.0
127813,BV037587009,eng,"Pilney, Colin Dale","Alessandro Donati's Roma vetus ac recens, Book one: text, translation, and commentary",,by Colin D. Pilney,,,2001,,"Rom|Architektur|Donati, Alessandro",g|s|p,,,,,,,,,,,,,,,Rom Architektur DonatiAlessandro,2001.0
130501,BV037604790,eng,,Patrologia latina database,,,"Alexandria, VA [u.a.]",Chadwyck-Healey,1996,,Theologie,s,,,,,,,,,,,,,,,Theologie,1996.0
398807,BV038171828,ita,"Balestracci, Duccio",Produzione ed uso del mattone a Siena nel medioevo,,,,,2000,,Toskana|Backsteinbau,g|s,,,,,,,,,,,,,,,Toskana Backsteinbau,2000.0
605865,BV038456918,eng,"Mann, James Gow",Exhibition of Portuguese art at the Royal Academy,,James Mann,,,1955,,"Gonçalves, Nuño|Bildnis|Portugal",p|s|g,,,,,,,,,,,,,,,GonçalvesNuño Bildnis Portugal,1955.0
968444,BV044264954,ita,"Pulga, Stefano","Marche lapidarie, tracce di attrezzi",,Stefano Pulga,,,[2016],,Dom Aosta|Steinmetz,g|s,,,,,,,,,,,,,,,DomAosta Steinmetz,2016.0
128832,BV037593549,ita,,Raccolta d'arte 2003,,Piergabriele e Francesco Vangelli de'Cresci,Roma,,2003,"Vangelli De' Cresci, Piergabriele|Vangelli de' Cresci, Francesco",Kunst,s,,,,,,,,,,,,,,,Kunst,2003.0
664145,BV038545603,ger,"Sauré, Wolfgang",Robert Rauschenbergs aggressive Realität,,Wolfgang Sauré,,,1971,,"Rauschenberg, Robert",p,,,,,,,,,,,,,,,RauschenbergRobert,1971.0
327850,BV038071387,ita,,Notiziario del Comitato parmense Per l'arte,,,,,1958,,Palazzo Ducale,g,,,,,,,,,,,,,,,PalazzoDucale,1958.0
263113,BV037967540,eng,"Shaw, James Byam",A pocket sketchbook by Palma il Giovane,,James Byam Shaw,,,1979,,"Palma, Jacopo (il Giovane)|Bildnis",p|s,,,,,,,,,,,,,,,PalmaJacopo(ilGiovane) Bildnis,1979.0
420381,BV038203317,eng,"Nesselrath, Arnold",The frescoes of Sant'Agnese fuori le Mura,,,,,2002,,Sant'Agnese fuori le mura|Wandmalerei,g|s,,,,,,,,,,,,,,,Sant'Agnesefuorilemura Wandmalerei,2002.0
1184288,BV048510683,eng,,Simulation and analysis of high voltage engineering in power systems,,editor Dan Doru Micu,Basel,MDPI,[2022],"Micu, Dan Doru",Hochspannungstechnik,s,,,,,,,,,,,,,,,Hochspannungstechnik,2022.0
1121823,BV047759220,fre,"Rayssac, Saint-Cyr de",Les Beaux-Arts à l'exposition Lyonnaise,,Saint-Cyr de Rayssac,,,1872,,Lyon|Kunst,g|s,,,,,,,,,,,,,,,Lyon Kunst,1872.0
828753,BV038889673,ita,"Falda, Giovanni Battista",Roma al tempo di Clemente X,,con introd. di Francesco Ehrle,Roma,Danesi,1931,"Ehrle, Franz",Klemens X. (Papst),p,BV038751175,"Nuova pianta et alzata della citta di Roma con tutte le strade, piazze et edificii de tempii, palazzi, giardini et altre fabriche antiche e moderne come si trovano al presente nel pontificato di N.S. papa Innocentio XI. con le loro dichiarationi nomi et indice",,,,,,,,,,,,,KlemensX.(Papst),1931.0
1168273,BV047895768,ita,"Gai, Lucia",L'altare argenteo di San Jacopo,,Lucia Gai,,,2021,,Dom Pistoia|Silberschmiedekunst,g|s,,,,,,,,,,,,,,,DomPistoia Silberschmiedekunst,2021.0
314092,BV038049910,ita,"Cimara, Diego",Pianiste a Saxa Rubra,,,,,2008,,"Renoir, Auguste",p,,,,,,,,,,,,,,,RenoirAuguste,2008.0
1022221,BV046358193,fre,"Cardoso-Canelas, Manuel-Antoine",La rencontre entre saint Dominique et saint François,,par Manuel-Antoine Cardoso-Canelas,,,2017,,Dominikus (Heiliger)|Spiritualität,p|s,,,,,,,,,,,,,,,Dominikus(Heiliger) Spiritualität,2017.0
482405,BV038274378,eng,"Sutton, Denys",Italian portrait painting in the eighteenth century,,Denys Sutton,,,1982,,"Baldrighi, Giuseppe|Bildnis",p|s,,,,,,,,,,,,,,,BaldrighiGiuseppe Bildnis,1982.0
391110,BV038161813,spa,"Astorgano Abajo, Antonio","la mujer de Castillo, Goya y Meléndez Valdés",,,,,1999,,"Goya y Lucientes, Francisco José de|Meléndez Valdés, Juan",u|p,,,,,,,,,,,,,,,GoyayLucientesFranciscoJoséde MeléndezValdésJuan,1999.0
126554,BV037576890,ita,"Tamiozzo, Raffaele",La legislazione dei beni culturali a ambientali,,,Milano,Giuffrè,2000,,Italien|Kulturgüterschutz,g|s,,,,,,,,,,,,,,,Italien Kulturgüterschutz,2000.0
549127,BV038363172,eng,"Girouard, Mark",Attitudes to Elizabethan architecture,,Mark Girouard,,,1968,,England|Kunstbetrachtung,g|s,,,,,,,,,,,,,,,England Kunstbetrachtung,1968.0
460885,BV038250961,ita,"Comel, Alvise",Piazza Grande alla fine dell'Ottocento,,,,,1991,,Görz|Städtebau,g|s,,,,,,,,,,,,,,,Görz Städtebau,1991.0
303746,BV038033123,ita,"Capodimonti, Simona",Lorenzo,,,,,2007,,Laurentius (Heiliger),p,,,,,,,,,,,,,,,Laurentius(Heiliger),2007.0
984493,BV044761263,ita,"Ceccanti, Costantino",Giovanni Lafri nel Granducato di Toscana,,Costantino Ceccanti,,,2017,,"Lafri, Giovanni|Pistoia|Pfarrer",p|g|s,,,,,,,,,,,,,,,LafriGiovanni Pistoia Pfarrer,2017.0
45095,BV012005290,eng,,"Nietzsche, philosophy and the arts",,ed. by Salim Kemal ...,Cambridge [u.a.],Cambridge Univ. Press,1998,"Kemal, Salim","Nietzsche, Friedrich|Ästhetik|Klimt, Gustav",p|s|u,,,,,,,,,,,,,,,NietzscheFriedrich Ästhetik KlimtGustav,1998.0
1171474,BV047919708,ita,,La lunga guerra,,a cura di Lucio Valent,Milano,FrancoAngeli,[2020],"Valent, Lucio",Balkan|Weltkrieg,g|s,,,,,,,,,,,,,,,Balkan Weltkrieg,2020.0
394569,BV038166294,ita,"Ebert-Schifferer, Sybille",Naturalezza e maniera antica,,,,,2001,,"Italien|Antike|Sandrart, Joachim von",g|s|p,,,,,,,,,,,,,,,Italien Antike SandrartJoachimvon,2001.0
591472,BV038433573,fre,"Lafontaine-Dosogne, Jacqueline",Notes d'archéologie bulgaire,,Jacqueline Lafontaine,,,1967,,Taufbecken,s,,,,,,,,,,,,,,,Taufbecken,1967.0
599752,BV038447355,ger,"Loers, Veit",Walhalla und Salvatorkirche,,Veit Loers,,,1979,,Walhalla|Ortsansicht,g|s,,,,,,,,,,,,,,,Walhalla Ortsansicht,1979.0
734478,BV038656771,bul,"Cončeva, Mara",Po vŭprosa za pojavata na monumentalna živopis v Bŭlgarija (VIII - XI v.),,Mara Cončeva,,,1968,,Bulgarien|Wandmalerei,g|s,,,,,,,,,,,,,,,Bulgarien Wandmalerei,1968.0
273996,BV037985612,ita,"Pasquino, Riccardo",Il castello di Vinzaglio,,,,,2005,,Vinzaglio|Adelshaus,g|s,,,,,,,,,,,,,,,Vinzaglio Adelshaus,2005.0
238896,BV037931551,ita,"Ariuli, Rossella",Arte&Città 1997,,,,,1998,,San Giovanni in Persiceto|Malerei,g|s,,,,,,,,,,,,,,,SanGiovanniinPersiceto Malerei,1998.0
600519,BV038448456,ger,"Baum, Peter",Die Neue Galerie der Stadt Linz,,Peter Baum,,,1984,,"Gurlitt, Wolfgang|Neue Galerie der Stadt Linz, Wolfgang-Gurlitt-Museum",p|b,,,,,,,,,,,,,,,GurlittWolfgang NeueGaleriederStadtLinzWolfgang-Gurlitt-Museum,1984.0
506021,BV038301494,ita,"Aurigemma, Maria Giulia",Tarsie vaticane quattrocentesche (con una nota su dieci anni di studi sulla Roma del Quattrocento),,Maria Giulia Aurigemma,,,1990,,Vatikanpalast|Kunst|Sixtus IV. (Papst),g|s|p,,,,,,,,,,,,,,,Vatikanpalast Kunst SixtusIV.(Papst),1990.0
722824,BV038638319,ita,"Bucci, Mario",Il Cristo di S. Brigida ritrovato,,Mario Bucci,,,1964,,"San Paolo fuori le Mura|Cigoli, Ludovico Cardi da",g|p,,,,,,,,,,,,,,,SanPaolofuorileMura CigoliLudovicoCardida,1964.0
561844,BV038382831,ger,"Hauschild, Joachim",Jugendstil - floral funktional,,Joachim Hauschild,,,1984,,Kunsthandwerk,s,,,,,,,,,,,,,,,Kunsthandwerk,1984.0
1125576,BV047763031,fre,"Durand-Gréville, Émile",Le nettoyage de la ronde de nuit,,E. Durand-Gréville,,,1889,,Rembrandt (Harmensz van Rijn)|Restaurierung,u|s,,,,,,,,,,,,,,,Rembrandt(HarmenszvanRijn) Restaurierung,1889.0
690906,BV038589025,eng,"Blunt, Anthony",Nicolas Mignard at Avignon,,Anthony Blunt,,,1979,,"Mignard, Nicolas",p,,,,,,,,,,,,,,,MignardNicolas,1979.0
638488,BV038506848,fre,"Picard, Charles",Une scène d'inspiration antique méconnue,,Ch(arles) Picard,,,1945,,Homerus|Ikonographie|Frankreich,p|s|g,,,,,,,,,,,,,,,Homerus Ikonographie Frankreich,1945.0
1015759,BV046169596,ita,"Malafarina, Gianfranco",L'ultimo cavaliere,,Gianfranco Malafarina,,,2019,,"Maximilian I. (Heiliges Römisches Reich, Kaiser)",p,,,,,,,,,,,,,,,MaximilianI.(HeiligesRömischesReichKaiser),2019.0
559533,BV038379162,eng,"Hammond, Charles A.",The country place made à l'anglaise with ease,,Charles A. Hammond,,,1976,,England|Reisebericht,g|s,,,,,,,,,,,,,,,England Reisebericht,1976.0
924505,BV042372717,ita,"Dacos, Nicole",Il fregio delle storie di Scipione a palazzo dei Conservatori,,Nicole Dacos,,,2014,,"Scipio, Publius Cornelius (Africanus Maior)|Konservatorenpalast|Wandmalerei",p|g|s,,,,,,,,,,,,,,,ScipioPubliusCornelius(AfricanusMaior) Konservatorenpalast Wandmalerei,2014.0
364298,BV038126122,ita,"Golzio, Vincenzo",Il teatro musicale nel Seicento romano,,Vincenzo Golzio,,,1956,,"Corelli, Arcangelo|Bildnis",p|s,,,,,,,,,,,,,,,CorelliArcangelo Bildnis,1956.0
561181,BV038381783,ger,"Bäumer, Angelica",Serge Poliakoff,,Angelica Bäumer,,,1983,,"Poliakoff, Serge",p,,,,,,,,,,,,,,,PoliakoffSerge,1983.0
129616,BV037600057,ita,,I fantasmi di Guido Peyron,,Città di Fiesole ... A cura di Francesca Cagianelli. Fotografie di Carlo Cantini,Firenze,Edizioni Pananti,2003,"Cagianelli, Francesca|Cantini, Carlo","Peyron, Guido",p,,,,,,,,,,,,,,,PeyronGuido,2003.0
1125499,BV047762954,fre,"Marx, Roger","La décoration et les industries d'art, 3",,Roger Marx,,,1901,,Weltausstellung (Paris)|Kunsthandwerk,f|s,,,,,,,,,,,,,,,Weltausstellung(Paris) Kunsthandwerk,1901.0
752082,BV038679837,cze,"Panoch, Pavel",Uničovské sousoší sv. Jana Nepomuckého S Anděli (Moravské suplementum k ikonografii tzv. Svato Jánského oratoria v barokním sochařství),,,,,2004,,"Heinz, Jan Jirí Antonín|Plastik",p|s,,,,,,,,,,,,,,,HeinzJanJiríAntonín Plastik,2004.0
978923,BV044559980,ita,,Palazzo Litta a Milano,,a cura di Eugenia Bianchi,"Cinisello Balsamo, Milano",SilvanaEditoriale,[2017],"Bianchi, Eugenia",Palazzo Litta,g,,,,,,,,,,,,,,,PalazzoLitta,2017.0
9419,BV021607438,eng,,Walls and memory,,Elizabeth Fentress ... eds.,Turnhout,Brepols,2005,"Fentress, Elizabeth",San Sebastiano Kloster|Johannes (Tortellius),b|p,BV019893221,Disciplina monastica,,,,,,,,,,,,,SanSebastianoKloster Johannes(Tortellius),2005.0
658644,BV038537488,eng,"Rubinstein, Nicolai",Oligarchy and democracy in fifteenth-century Florence,,Nicolai Rubinstein,,,1979,,Geschichte|Florenz,s|g,,,,,,,,,,,,,,,Geschichte Florenz,1979.0
678220,BV038568243,eng,"Spear, Richard E.",Notes on Renaissance and Baroque originals and originality,,Richard E. Spear,,,1989,,Kunst,s,,,,,,,,,,,,,,,Kunst,1989.0
455587,BV038245203,ita,"Ciampoltrini, Giulio",Marmorari lucchesi d'età longobarda,,,,,1991,,Toskana|Ornament,g|s,,,,,,,,,,,,,,,Toskana Ornament,1991.0
1135209,BV047772665,fre,"Berenson, Bernard",De quelques copies d'après des originaux perdus de Giorgione,,Bernhard Berenson,,,1897,,Giorgione|Malerei,p|s,,,,,,,,,,,,,,,Giorgione Malerei,1897.0
595105,BV038439825,eng,"Lee, Virginia",Jacques-Louis David: The Versailles Sketchbook,,Virginia Lee,,,1969,,"David, Jacques Louis",p,,,,,,,,,,,,,,,DavidJacquesLouis,1969.0
832164,BV038898667,ger,"Vetter, Ewald M.",Maria im Rosenhag,,von Ewald M. Vetter,Düsseldorf,Schwann,1956,,Mariendarstellung|Katharina (von Alexandria),s|p,BV001901260,Lukas-Bücherei zur christlichen Ikonographie,,,,,,,,,,,,,Mariendarstellung Katharina(vonAlexandria),1956.0
825128,BV038880545,ita,"Curzel, Emanuele",I canonici e il capitolo della cattedrale di Trento dal XII al XV secolo,,di Emanuele Curzel,Bologna,Edizioni Dehoniane,2001,,Trentino|Kunst|Erzdiözese Trient Domkapitel,g|s|b,BV038749433,Pubblicazioni dell'Istituto di Scienze Religiose in Trento,,,,,,,,,,,,,Trentino Kunst ErzdiözeseTrientDomkapitel,2001.0
43752,BV011571627,ita,,Cento libri surrealisti,,a cura di Jean-François Rodriguez ...,Firenze,Centro Di,1996,"Rodriguez, Jean-François",Malerbuch,s,BV010319274,Biblioteca Civica <Verona>: Studi e cataloghi,,,,,,,,,,,,,Malerbuch,1996.0
1034137,BV046838005,ita,"Monti, Carla Maria",Osservazioni sul ruolo di Paolino Veneto nella diffusione delle sue opere,,Carla Maria Monti,,,[2020],,Paulinus (de Venetiis),p,,,,,,,,,,,,,,,Paulinus(deVenetiis),2020.0
1011039,BV045915049,ita,"Gentilini, Elena",Il progetto di restauro,,Elena Gentilini ; Luigi Tundo,,,2019,"Tundo, Luigi",Klosteranlage des Klosters Saint-Romuald Ravenna|Innenraum,g|s,,,,,,,,,,,,,,,KlosteranlagedesKlostersSaint-RomualdRavenna Innenraum,2019.0
318941,BV038057807,eng,"Măgureanu, Ioana",Andrea Sacchi seen by his seventeenth-century biographer Giovan Pietro Bellori,,Ioana Măgureanu,,,2007,,"Bellori, Giovanni Pietro|Sacchi, Andrea",u|p,,,,,,,,,,,,,,,BelloriGiovanniPietro SacchiAndrea,2007.0
1077677,BV047715059,ger,"Schneider, Friedrich",Altdeutsche Goldschmiedekunst auf dem Wege nach Rom,,von Friedrich Schneider,,,1888,,Leo XIII. (Papst)|Priesterjubiläum,p|s,,,,,,,,,,,,,,,LeoXIII.(Papst) Priesterjubiläum,1888.0
348603,BV038101876,eng,"Thürlemann, Felix",Schüler von Robert Campin sein,,,,,2009,,"Campin, Robert|Rezeption",p|s,,,,,,,,,,,,,,,CampinRobert Rezeption,2009.0
41090,BV010738536,ita,,I gesuiti e Venezia,,Giunta Regionale del Veneto. A cura di Mario Zanardi,Padova,Gregoriana Libr. Ed.,1994,"Zanardi, Mario",Venedig|Jesuiten,g|b,,,,,,,,,,,,,,,Venedig Jesuiten,1994.0
884581,BV040752088,eng,,Bronze sculpture casting & patination,,Steve Hurst. Photographs by Steve Russell,"Atglen, Pa.",Schiffer,2005,"Hurst, Steve|Russell, Steven",Bronzeguss,s,,,,,,,,,,,,,,,Bronzeguss,2005.0
212148,BV037841106,ita,"Zampetti, Pietro",Antonio Zanchi,,Pietro Zampetti. [Mitarb.:] Ileana Chiappini Di Sorio ...,Bergamo,Bolis,1988,"Chiappini Di Sorio, Ileana","Zanchi, Antonio",p,,,,,,,,,,,,,,,ZanchiAntonio,1988.0
415502,BV038196507,ita,"Beatrice, Luca",Dal mondo delle accademie,,,,,2002,,"Magrin, Nicola",p,,,,,,,,,,,,,,,MagrinNicola,2002.0
66647,BV017764520,ita,,Chiese dell'alto Garda bresciano,,Gian Pietro Brogiolo ...,Mantova,Ed. SAP,2003,"Brogiolo, Gian Pietro",Gardasee-Gebiet|Kirchenbau,g|s,BV010910625,Documenti di archeologia,,,,,,,,,,,,,Gardasee-Gebiet Kirchenbau,2003.0
257196,BV037958568,ita,"Furlan, Italo",Venezia e Bisanzio,,,,,1975,,Venedig|Kunst,g|s,,,,,,,,,,,,,,,Venedig Kunst,1975.0
265195,BV037970880,ita,"Dulio, Roberto",L' ingegnere e la città,,,,,2005,,"Vigevano|Architektur|Vandone, Filippo",g|s|p,,,,,,,,,,,,,,,Vigevano Architektur VandoneFilippo,2005.0
988869,BV044917714,ita,"Ducci, Annamaria",Peintures romanes des églises de France,,Annamaria Ducci,,,2018,,"Focillon, Henri|Kunstgeschichtsschreibung",u|s,,,,,,,,,,,,,,,FocillonHenri Kunstgeschichtsschreibung,2018.0
204978,BV037822032,eng,"Stollhans, Cynthia",Baldassare Peruzzi and his patrons,,,,,1988,,"Peruzzi, Baldassarre",p,,,,,,,,,,,,,,,PeruzziBaldassarre,1988.0
921196,BV042258409,eng,,Research in Jülich,,,Jülich,Foschungszentrum,2008-2014,,Forschungszentrum Jülich,b,,,,,,,,,,,,,,,ForschungszentrumJülich,2008.0
283353,BV038000953,ita,"Fugazza, Stefano",Due inediti di Luciano Ricchetti,,,,,2006,,"Ricchetti, Luciano",p,,,,,,,,,,,,,,,RicchettiLuciano,2006.0
1073561,BV047648934,fre,"Delzant, Jean-Baptiste",Pour le lustre des seigneurs,,Jean-Baptiste Delzant,,,2021,,Italien|Stadt,g|s,,,,,,,,,,,,,,,Italien Stadt,2021.0
272885,BV037983890,ita,"Orvieto, Paolo",La descrizione del difforme e del mostruoso nella letteratura cavalleresca del Quattrocento,,,,,2004,,Italien|Fabeltiere,g|s,,,,,,,,,,,,,,,Italien Fabeltiere,2004.0
582178,BV038417115,ger,"Kieslinger, Alois",Die Sicherungsarbeiten an der Stiftskirche in Ossiach,,Alois Kieslinger,,,1949,,Mariä Himmelfahrt|Stiftskirche,g|s,,,,,,,,,,,,,,,MariäHimmelfahrt Stiftskirche,1949.0
142099,BV037666702,ita,,Santa Maria della Scala,,Comune di Siena ... Testo e cura di Enrico Toti,Siena,Protagon Editori,2008,"Toti, Enrico",Santa Maria della Scala|Kunst,b|s,,,,,,,,,,,,,,,SantaMariadellaScala Kunst,2008.0
404130,BV038180505,ger,"Borbein, Adolf Heinrich",Zur Geschichte der Wertschätzung und Verwendung von Gipsabgüssen antiker Skulpturen (insbesondere in Deutschland und in Berlin),,Adolf H. Borbein,,,2000,,Deutschland|Sammlung,g|s,,,,,,,,,,,,,,,Deutschland Sammlung,2000.0
351203,BV038105717,ger,"Hiller, Peter",Der Löscherfolg hängt im Wesentlichen von der Taktik ab,,Peter Hiller. Interview: Alexandra Michelmann,,,2010,"Michelmann, Alexandra",Kulturgüterschutz,s,,,,,,,,,,,,,,,Kulturgüterschutz,2010.0
315016,BV038051528,ita,"Tripps, Johannes",Un capolavoro ritrovato,,,,,2008,,"Weckmann, Nicolaus|Strigel, Ivo",u|p,,,,,,,,,,,,,,,WeckmannNicolaus StrigelIvo,2008.0
