id,lang,title,year,embedding_x,embedding_y,cluster
BV038088753,ger,Computerunterstützte Inventarisierung und restauratorische Voruntersuchung der Votivbildersammlung,2002,822,-144,-1
BV038636481,eng,A drawing and a payment for a silver missal cover by Fortini,1981,380,0,7
BV037765918,ger,Die Gemälde des Michael Pacher,1910,-306,891,0
BV038671307,spa,Una anunciación de Antonio Vázquez atribuida al Maestro de Borja,1971,871,-24,-1
BV038521392,ger,Zur Aufstellung der grossen Granitschale vor dem Alten Museum in Berlin,1959,785,36,-1
BV038651787,ita,"Un contributo sulla trattatistica degli architetti Antonio Ferri, Alessandro Galilei, Marco Tuscher",1976,-36,337,-1
BV037879274,ger,Graphische Selbstbildnisse,1969,699,457,-1
BV047946982,ger,Die Rekonstruktion der Deckenmalereien von Louis de Silvestre im Dresdner Residenzschloss,2022,-257,433,-1
BV038866588,ita,Simon Benetton,1979,-515,-349,-1
BV038571910,ger,Jürgen LIT Fischer,1988,638,494,-1
BV047804194,eng,What should schools teach?,2021,-257,96,-1
BV037932157,eng,Friendship portrayed,2003,797,337,-1
BV043540867,fre,Les musiques du français parlé,2016,-61,48,-1
BV002286749,ger,Peter Vischer der Ältere und seine Werkstatt,1925,368,-277,-1
BV038103115,ita,Arti minori nelle chiese francescane di Piazza Armerina tra '500 e '600,2008,220,831,-1
BV040535430,ita,Quel vento del '900 che attraversò l'arte in Italia e in Russia,2012,-392,735,0
BV045886896,ger,Das Bildnis als Medium der Selbsterkenntnis,2018,-576,48,-1
BV003621246,ger,Erwin Panofsky,1977,736,-60,3
BV038173060,eng,Late medieval Irish crosses and their European background,2001,-122,180,-1
BV012018856,ita,La chiesa di San Francesco d'Assisi a Moggio,1997,49,445,-1
BV038355262,ita,Una proposta per la documentazione del restauro di opere d'arte,1983,-110,-144,-1
BV038471533,rum,Demersurile lui V. A. Urechia pentru ridicarea statuii lui Miron Costin,1984,-294,-108,-1
BV038649976,eng,Watteau's 'Les Comédiens Italiens' once more,[1979?],625,747,1
BV043574634,ger,Bilder der Vertreibung,2014,-134,-72,-1
BV041223745,eng,Illegal Residence and Public Safety in the Netherlands,2009,785,204,-1
BV042575853,eng,Questions of fashion,2014,503,457,-1
BV006246286,ger,Der Romzug Ruprechts von der Pfalz,1969,-171,-204,-1
BV043194424,ger,Hitlers Kunsthändler,2016,233,-120,-1
BV038051394,ger,Von der malerischen Idylle zur Freilichtmalerei,2008,-294,253,-1
BV038217019,ita,Un affresco di Piermatteo d'Amelia nel duomo di Orvieto,1985,404,-48,7
BV038119547,ita,La conservazione dei manoscritti,2010,-196,-156,-1
BV040402736,ger,Bildergebrauch und Bildervermeidung,2012,-184,120,-1
BV009814010,ita,Todi,1993,638,204,-1
BV037965390,ita,...che si facci una grada nova nel Regio Palazzo ...,2004,1079,421,-1
BV012467184,eng,Brain and cognition,1982-,134,48,9
BV047082170,ita,L'acqua Traiana detta di Venere e il fontanone dell'Acqua Paola,1934,-306,120,-1
BV012064008,ger,Das Empfangszeremoniell bei mittelalterlichen Papst-Kaiser-Treffen,1999,-355,-626,-1
BV044204018,ita,Celebrazioni Bramantesche,2016,760,-180,-1
BV044729825,fre,Le rococo est-il décoratif?,2017,-257,216,-1
BV040675968,ita,Dentro e fuori le mura,2012,662,-84,3
BV037734702,ita,Ubaldo Oppi,1993,343,180,-1
BV037985771,spa,Las Hilanderas como fábula artística,2005,24,132,-1
BV041151693,ita,L'O di Roma,2012,392,-735,-1
BV038067550,eng,Mosaic,2008,674,771,-1
BV037793322,ita,Una bugia romana di Volfango Goethe,1878,61,337,-1
BV037989852,ita,Antonello che sa di chiostro e d'ovile,2005,-441,710,0
BV037808869,ger,Gemälde-Sammlung aus dem Besitz der fürstlichen Familie zu Wied,1927,392,60,7
BV037998476,eng,"Transformation of the Doric order and Prague Cubism, 1911 - 1914",2006,-1374,-445,-1
BV038627434,ger,Instandsetzung mittelalterlicher Plastiken in der Werkstätte des Bundesdenkmalamtes,1958,-147,180,-1
BV041392627,ita,"Vescovi, clero e popolo",2013,343,686,-1
BV038023603,spa,"Melchor de Velasco, tracista de la ampliación barroca del monasterio de San Vicente de Oviedo",2005,355,-409,-1
BV021245525,ita,La Compagnia Napoletana dei Bianchi della Giustizia,2004,-110,578,-1
BV038273551,ita,Nicolò Papadopoli,1988,134,747,-1
BV038935908,ita,Veronese,1999,98,-204,-1
BV038121619,eng,Simone Martini's Orsini folding polyptych,2010,-85,-216,-1
BV038958635,ger,Reisen und Reisezeremoniell der römisch-deutschen Herrscher im Spätmittelalter,1964,-110,48,-1
BV037930830,ita,I fragili monumenti di Carlo Cattaneo,1994,-73,-325,-1
BV037666959,eng,Fernando Gallego and his workshop,2008,650,819,1
BV038137799,ita,Cesare Benciolini architetto di giardini,1999,-368,-12,-1
BV038131966,ita,Pittori a Segni,1994,-220,-421,-1
BV038328034,cze,K motivum Navrátilovy malby,1962,478,240,-1
BV038020682,ita,Il villaggio dei dannati,1998,-36,72,-1
BV009099950,ita,Lucerne fittili paleocristiane nell'Italia settentrionale,1969,-147,-325,-1
BV010515868,eng,Mazarin,1995,12,0,-1
BV037813924,eng,Sienese paintings in Holland,1969,306,1229,-1
BV037988248,eng,The Burdett-Coutts collection of Greek manuscripts,2006,1018,1132,-1
BV044958201,ger,Geschichte im Museum,[2018],-1165,-867,-1
BV047716289,ger,"Das Glas, [1]",1885,-687,397,-1
BV038202175,ita,"Per concludere, il classico stile del sommo Diotti",2001,453,-433,-1
BV047759247,fre,Documents inédits sur les relations du cardinal Hippolyte d'Este et de Benvenuto Cellini,1864,-98,132,9
BV038612378,ger,Gegenwärtige christliche Kunst in Irland,1958,-638,927,-1
BV038375773,spa,El real cuerpo de ingenieros militares,1978,-61,240,-1
BV037703406,fre,1648,1999,-245,-373,-1
BV005463214,ita,Maestro Mateo a Santiago de Compostela,1965,122,325,-1
BV038304650,ita,"Sepolcro di Gulielmo di Ciliano e Niccolò Aringhieri, Goro di Gregorio (? 1310/15 -ante 1339) ; anonimo senese del XIV secolo, Siena, Università degli Studi, cortile",1990,184,-578,-1
BV043882501,ger,Antikenkopie oder Antikenfälschung?,2015,-184,-216,-1
BV038242565,ita,Il Maestro del rosone del monastero Matris Domini a Bergamo,1994,822,-24,3
BV038586098,ita,Un inedito umbro di Corrado Giaquinto,1976,-319,-373,-1
BV038527152,eng,The trappers return by George Caleb Bingham,[1951?],343,349,6
BV041909230,eng,Architectural heritage in Mediterranean port cities,2013,184,337,-1
BV038394062,eng,Frank Lloyd Wright and Viollet-le-Duc,1969,515,-156,-1
BV046363011,ita,Da Alsium a Ladispoli,2001,-196,-228,-1
BV038950130,ita,Forme e ombre,2003,-85,457,-1
BV037625315,ita,Alberto Gianquinto,2005,380,-48,-1
BV037957038,ger,Das Bildprogramm im Convento de los Capuchinos de la Paciencia de Cristo (um 1650) in Madrid im Kontext von Konfessionalisierung und Disziplinierung,2004,-380,867,0
BV037917979,ita,Pisanello e la miniatura a Ferrara,2003,-196,-108,-1
BV038155599,ita,Ancora su Borgo,1996,564,879,1
BV038271931,ger,Rom als Erlebnis und geschichtliches Thema bei Jacob Burckhardt,1988,-134,-48,-1
BV047754268,ita,"Nuovi documenti Robbiani, (terza serie)",1919,-134,-192,-1
BV037662494,ita,Il paradiso in terra,2007,0,156,9
BV021724269,ger,Ökonomische Kriterien und Anreizmechanismen für eine effiziente Förderung von industrieller Forschung und Innovation,2006,-73,566,-1
BV002549150,ger,Europäisches Kunstpreis-Verzeichnis,1950-1953,576,409,-1
BV038171043,ger,Kolloquium,1996,-171,-397,-1
BV047755348,eng,"The Royal Academy Exhibition, 1918",1918,-1165,-361,-1
BV038543839,fre,Philibert-Benoît de la Rue (1718 - 1780),1971,-134,433,-1
BV038464408,ger,Studien zur naturalistischen Passionsskulptur in Tirol um 1700 unter besonderer Berücksichtigung der Andachtsliteratur,1982,73,36,-1
BV038236659,ita,Il Tridente romano di Piazza del Popolo,1981,907,638,-1
BV038021711,ita,Ospedali e farmacisti in Albenga dal Cinquecento all'Ottocento,2003,392,-325,-1
BV038162949,eng,Arnaldo Miccoli,1988,515,204,-1
BV038325469,fre,Vernet vu de près,1962,-85,120,9
BV011767196,ger,Venetien,1998,196,662,5
BV038704701,fre,"[Rezension von:] Melot, Michel: Daumier : l'art et la République. - Paris : Les Belles Lettres , 2008",2009,-171,566,-1
BV044264368,ita,Il Museo domenicano,[2016],36,698,-1
BV038356360,spa,El Monasterio de San Pablo y el Colegio de San Gregorio,1955,-294,494,-1
BV044955555,ita,Malattie delle donne,[2018],36,-409,-1
BV038114696,eng,Artistic worth and personal taste,2010,257,698,5
BV038240218,ita,Gli ottagoni di San Pietro riconosciuti nel disegno Arch. Uff. n. 1330,1988,0,397,-1
BV038468772,ger,Charles Demuth,1972,871,144,-1
BV040877027,ita,Il compimento astratto nella pittura di Guido De Carolis,2012,-466,879,0
BV038308329,ita,L' unità recuperata,1990,576,289,-1
BV041553278,ita,Quarantanni,2013,-368,-301,-1
BV024282323,eng,The architectural Theories of John Ruskin,1971,822,-337,-1
BV009077221,ger,Hopovo,1964,662,60,-1
BV037772720,ger,Mittelalterliche Andachtsbücher,1992,-331,0,-1
BV006349416,lat,Falsificazioni e falsari cavensi e verginiani del secolo XIII,1984,-184,-722,-1
BV025604896,eng,The Right and the Good,2002,245,566,5
BV023351511,ita,Ricordando Sergio Bettini,2007,453,-265,-1
BV038178369,ita,Immagini di guerra in Carlo Goldoni,2000,-331,-120,-1
BV038022101,ger,S. Maria dell'Anima,2006,564,228,-1
BV038681251,ger,Bewahren und Erschließen,2007,-1239,-771,-1
BV038075089,ita,Un documento sulla torre pendente,1974,490,397,-1
BV044344474,ita,The Colosseum book,[2017],478,674,-1
BV038958503,ita,Savonarola e la Curia romana,1969,220,277,-1
BV002286703,ger,Die Hochzeit zu Kana,1950,441,542,-1
BV038194979,ger,Der Falkensteiner Bau der Burg Münzenberg,2002,-85,-24,-1
BV038220322,ita,Segnalazioni sul costante progresso tecnico nelle pitture murali di Simone Martini (1315 - 30?),1986,-61,-240,-1
BV038066162,ita,Precisazioni e nuovi documenti sulla collezione di disegni e stampe di Cristina di Svezia,1995,-1177,-277,-1
BV038529784,ita,Osservazioni su un progetto di Galezzo Alessi,1975,478,698,-1
BV038062802,ger,Titelkupfer/ Titelblatt - ein Programm ? Beobachtungen zur Funktion von Titelkupfer und Titelblatt in ausgewählten Beispielen aus dem 17. Jahrhundert,2008,760,-132,3
BV038424411,hun,Corvinen-Einbände,1969,576,-626,2
BV038099087,ita,La nuova porta centrale del Duomo di Siena,1959,282,-530,-1
BV011171914,eng,American paintings of the eighteenth century,1995,-441,855,0
BV038530292,eng,Rembrandt's influence in eighteenth century Venice,1967,453,120,-1
BV005108739,ger,Altdeutsche Tafelmalerei,1941,-196,277,-1
BV041904541,ger,Epistemologien des Ästhetischen,[2015],-184,-602,-1
BV038477429,eng,Joel Ben Simeon's manuscripts,1977,-220,-180,9
BV038075498,fre,"Diptyques, triptyques, quadriptyques ...",2009,-613,-397,-1
BV037961364,ger,Das Ende einer Odyssee,2004,233,506,5
BV038032514,ita,La lastra di Pollice scultore ed altri fatti bitontini e non,1971,122,-325,-1
BV038089036,ita,La città ne parla,1962,552,-72,-1
BV038626886,ger,Wolf Spemann,1988,61,674,-1
BV038506717,ita,Artisti contemporanei,1905,122,879,-1
BV038544360,ita,I giardini botanici a Ferrara,1981,490,-421,-1
BV038090303,ita,I taccuini di Sir Joshua Reynolds,2008,760,-277,-1
BV040231477,spa,Intramuros,2012,858,-36,3
BV044671308,ita,Guillaume Courtois figurista di nature morte barocche,2017,478,-265,-1
BV038032361,ita,Ritorna il Paradiso,2007,-490,662,0
BV037691238,ita,Un inedito teatrino plastico della società Giglioni-Scaglia,2011,650,72,-1
BV038430644,ger,Echte künstlerische Experimente,1958,-306,-409,-1
BV047747877,eng,Stone Vessels from Edfu in the National Museum in Warsaw,2001,-208,-409,-1
BV047287780,eng,The resistance of architecture or the economy of the architectural project,2018,-196,421,-1
BV048300339,ita,Per una storia negativa,[2022],49,-180,8
BV038309737,fre,"Bonnard, Vuillard, Roussel",1954,110,409,-1
BV043487009,ita,La pala di Santo Spirito,[2015],-319,-494,-1
BV038466272,ita,Il nuovo museo di Villa Guinigi a Lucca,1968,257,-506,-1
BV043590310,eng,Meanings of community across medieval Eurasia,[2016],-392,397,-1
BV017052668,ger,Die Sammlung Boisserée,2003,-245,-253,-1
BV046403887,eng,Disrupted development and the future of inequality in the age of automation,[2020],760,-84,3
BV037235905,ita,Collezioni d'arte e fotografia artistica nell'Italia del Risorgimento,2010,-196,-373,-1
BV038134148,ita,Vincenzo Mirabella e il suo tempo,1996,613,-494,-1
BV040459431,ita,Gibellina tra memoria e attualità,2012,-282,-265,-1
BV040597202,spa,Un libro de horas para el papa Alejandro VI y la miniatura flamenca del Renacimiento,2011,417,228,-1
BV044900972,eng,Where his feet had trodden,[2018],-515,614,-1
BV038120223,eng,Caspar David Friedrich,2010,564,614,-1
BV038905451,ita,Viaggio in Sicilia e a Malta,1968,920,530,-1
BV005878203,eng,Essential papers on Jewish culture in Renaissance and baroque Italy,1992,-98,-132,9
BV041957906,ita,Cuore Indù,2014,-674,409,-1
BV037691917,ita,Patrizia Della Porta,1980,-404,265,-1
BV037969374,eng,Wright's Baghdad opera house and Gammage Auditorium,2005,-257,409,-1
BV045107040,ger,"Geschlechter- und Generationenverhältnisse in der Kunstwelt: Carla Lonzi, Selbstbildnis und die neuen Praktiken der Kunstkritik",2018,711,-60,3
BV046332068,eng,"Hollstein's German engravings, etchings and woodcuts",2019,294,494,-1
BV045899085,eng,"[Rezension von: Peintures italiennes du XVIIIe siècle du musée du Louvre / Stéphane Loire, 2017]",2019,306,1301,-1
BV040411956,ita,Il centro policulturale di Sant'Agostino,2011,-159,-72,-1
BV038337319,ger,Zur Ausstellung Jheronimus Bosch 's-Hertogenbosch 1967,1968,-122,-421,-1
BV038775588,ger,in 8 Bänden,1928,269,349,6
BV038213210,ita,Il corpo,1995,36,-240,8
BV007171272,ger,Wilhelm von Kobell,1970,331,-144,-1
BV038429465,ger,Hans Brosamer und der Meister HB mit dem Greifenkopf,1960,134,192,-1
BV002371985,ita,Benedetto Antelami,1952,895,72,-1
BV005096327,fre,Jean Goujon,1949,282,-24,-1
BV037634464,ger,Gartenlust,2005,233,48,6
BV037691535,ita,L' opera di Giuseppe Gorni,1972,-196,-421,-1
BV038675715,ita,Pittura botanica e trattati di storia naturale a Washington,2002,-453,795,0
BV037688215,ita,La fabbrica degli Uffizi,2011,-184,265,-1
BV038050761,ita,La città e il giardino,1991,736,301,-1
BV038615652,ger,Dürer und Grünewald,[1958?],245,-445,-1
BV038217516,ita,Antonio del Pollaiolo,1988,36,457,-1
BV038527578,ger,Eugen Spiro - Schüler und Erbe des Impressionismus,1978,515,-108,-1
BV043018239,ita,La stampa a Bolzano in antico regime,2012,319,-84,-1
BV007545578,ita,Studi Paolini,1969,98,301,-1
BV038133291,ita,"Tre astrolabi latini, del XIV secolo, conservati in Italia",1996,36,626,-1
BV037942608,ita,I. Un documento zaratino su Catarino e Donato,1963,233,-168,-1
BV002962855,ger,Tieck and Runge,1930,257,-192,-1
BV038103852,ita,Materiali per la storia delle quadrerie estensi,2009,184,144,-1
BV038103507,eng,Medieval and modern hoards,1995,-134,-168,-1
BV002102788,ita,Ontologia e teleologia del giardino,1988,-24,180,9
BV036470178,ger,Kunstgeschichte als historische Theorie der Kunst 1750 - 1950,2010,-12,144,-1
BV012602803,ita,Congiure di Romagna,1999,-1398,-469,-1
BV038861978,ita,Transizioni,1997,196,638,5
BV038165418,ita,"Triumphi, ovvero itinerari di codici figurati tra Petrarca e Boccaccio",2000,-233,-313,8
BV046133269,ita,Alberi cabbalistici (ilanot) in Italia,[2019],-110,-240,-1
BV048385920,ger,Die Ikonographie der Bilder,1994,-196,325,-1
BV047763577,fre,La fontaine de la rue de Grenelle à Paris par Edme Bouchardon (1739 - 1745),1902,331,-72,7
BV038324434,ger,Tizianfälschungen des sechzehnten Jahrhunderts,1979,-208,216,-1
BV042337972,fre,De l'éloquence architecturale,2014,-73,228,-1
BV005278753,ger,Nordische Stilelemente in der karolingischen Buchmalerei,1935,-490,638,-1
BV038036924,ger,Veröffentlichungsverzeichnis Dr. Bernd Modrow,2007,478,578,-1
BV047757591,fre,"Andrea Mantegna, 3",1886,355,-481,-1
BV037975116,ger,Vervielfältigung und Verfestigung,2005,245,807,5
BV038099781,ger,Das zerbrochene Glas,2010,233,-313,-1
BV045911194,eng,The Travellers Club,[2018],503,-192,-1
BV038022331,ger,Numismatische Bezüge im Werk Edward Gibbons (1737 - 1794),1995,883,542,-1
BV038574235,ger,Chronologische Bibliographie,1989,282,481,-1
BV038455915,ger,Die Tätigkeit Johann Josef Reslers für die Trinitarierorden,1984,-282,-168,-1
BV038222148,eng,"[Rezension von:] Perin Del Vaga : l'anello mancante ; studi sul manierismo / Elena Parma Armani. - 1. ed., Genova : Sagep, 1986",1989,883,590,-1
BV038708921,ger,"[Rezension von:] Kotková Hrsg., Olga: Hans Raphon : 500 let pašijového oltáře z Göttingenu ; Gotika ze sbírky Kolowratu = 500 Jahre des Passionsaltars aus Göttingen : Gotische Kunst aus der Sammlung Kolowrat. - Praha : o. Vlg., 1999",2000,282,48,6
BV012535505,eng,Journal of physics,1989-,785,-12,3
BV038050524,ita,Note brevi alle illustrazioni,1967,-220,373,-1
BV038622960,ita,Domenico Corti architetto,1975,503,337,-1
BV038176887,eng,The body of the book,1998,-453,891,0
BV038450334,fre,Naissance des premières stations balnéaires,1978,122,-36,-1
BV038115498,ita,"Accademie, autodidatti e studio dal modello nella Roma del Caravaggio",2010,441,-735,-1
BV038326739,fre,Enquête sur la peinture murale en France à l'époque romane,1944,110,240,-1
BV037925264,ita,La Basilica di S. Bernardino all'Osservanza di Siena,1963,772,289,-1
BV038171629,ita,Gli affreschi del presbiterio della chiesa di San Lorenzo a Piacenza,2000,-257,867,0
BV037930141,ita,Il Trecento pittorico in S. Francesco tra citazioni storiche e testimonianze sopravvissute,1993,-343,759,0
BV045210772,spa,El príncipe Ruy Gómez de Silva (1516-1573),2018,355,-144,-1
BV035155309,eng,Scholarly knowledge,2008,417,-349,-1
BV040194581,eng,Claude Lorrain revisited,2011,-331,24,-1
BV038043459,ger,Farbiger Turm im Polderland,2008,-306,72,-1
BV043202241,eng,Antiquarianism in a time of crisis,2013,404,-409,-1
BV038299655,ita,Restauri agli affreschi del Cavallini a Roma,1987,73,-204,-1
BV038308107,ita,Polemiche sui restauri della cappella Sistina e della cappella Paolina negli anni '30,1989,466,228,-1
BV038049351,ger,Die essayistische Konzeption der 'Cultur der Renaissance in Italien',2007,-392,469,-1
BV012962222,eng,American journal of physics,1933-,-478,265,-1
BV012019240,eng,Liber amicorum,1994,-355,771,0
BV037922236,eng,Paciurea's Chimeras,2003,331,-96,-1
BV044646913,ger,Die Serenissima und ihre Feste zu Wasser,2016,662,-36,-1
BV003040866,ger,Vorher und nachher,1920,785,277,-1
BV037651064,ita,Umbria Marche,2006,98,469,-1
BV038155665,eng,Heraldry in Arcadia,2000,282,698,5
BV037664917,ita,Marzorati Ronchetti,2008,-208,-313,-1
BV043821632,eng,"Kenneth Clark - life, art and civilisation",2016,220,-228,-1
BV037586678,ita,Per grazia ricevuta,2002,-269,-132,-1
BV019853106,ita,La filosofia dell'immaginazione in Vico e Malebranche,2002,-1386,-457,-1
BV038019630,eng,On how to listen to High Renaissance art,2006,-368,-253,-1
BV037603603,eng,(Alfabeto),1975,331,240,-1
BV019819540,eng,Annals of ophthalmology,2000-2007,257,337,6
