,id,lang,title,year,embedding_x,embedding_y,cluster
461,BV000146004,eng,Illustrated introduction to Latin epigraphy,1983,468,71,37
462,BV000146540,eng,Richard Wilson,1982,0,3,97
463,BV000146550,ita,Marino Marini,1983,246,-336,128
464,BV000146796,und,"Temps, mémoire, tradition au Moyen âge",1983,315,-86,-1
465,BV000147143,ger,Raphael in der Albertina,1983,166,83,-1
466,BV000147170,ita,Guida artistica dell'Umbria,1982,272,3,-1
467,BV000147171,eng,The forger's art,1983,332,-170,-1
468,BV000147310,ger,Gesellschaftsgeschichte Italiens im Mittelalter,1982,451,298,-1
469,BV000147566,ita,Il castello di Fenis,1982,327,-279,-1
470,BV000148227,ger,Feuerprobe,1983,-349,245,22
471,BV000148580,eng,Glass in the collections of the Metropolitan Museum of Art,1982,63,-234,-1
472,BV000148636,eng,Printing and the mind of man,1983,-38,234,-1
473,BV000148806,ita,Castelli di Lunigiana,1982,-136,-200,-1
474,BV000149029,eng,Renaissance humanism in papal Rome,1983,-217,-249,-1
475,BV000149216,ger,Dürer-Studien,1983,204,-3,-1
476,BV000149491,ger,Veit Stoß in Nürnberg,1983,123,226,41
477,BV000149707,ger,"Allegorie, Symbol und Historienbild im späten 19. Jahrhundert",1984,-183,-423,44
478,BV000149741,ger,Georg Wenzeslaus von Knobelsdorff,1983,17,-404,36
479,BV000150275,ita,Capri,1982,-251,-75,-1
480,BV000150968,ita,Pavimenti marmorei di Roma dal IV al IX secolo,1983,-183,-219,-1
481,BV000151130,ita,Accademie e istituzioni culturali a Firenze,1983,-327,-211,6
482,BV000151816,ita,Il vetro veneziano,1982,38,-476,-1
483,BV000151926,ita,La diocesi di Catania alla fine dell'Ottocento nella visita pastorale di G. Francica Nava,1982,-34,-290,-1
484,BV000151984,ita,L' Italia per Garibaldi,1982,315,-313,-1
485,BV000151993,ger,Lucio Pozzi,1983,-413,45,16
486,BV000152017,ita,G. B. Contini e la tradizione del tardomanierismo nell'architettura tra '600 e '700,1982,251,476,0
487,BV000152152,eng,Turner on landscape,1982,-102,-11,-1
488,BV000152226,ita,Storia dell'urbanistica,1982,234,75,88
489,BV000152242,ita,Alfio Susini,1982,238,86,88
491,BV000152956,ita,La Tabula Peutingeriana,1983,259,-173,161
492,BV000153852,ita,Genua picta,1982,-166,-211,-1
493,BV000153863,ita,Arti e civiltà del Settecento a Napoli,1982,-298,260,-1
494,BV000154268,ger,Das alte Europa,1983,-68,253,79
495,BV000154635,ger,Die wohlbemessene Ordnung,1982,-268,-128,-1
496,BV000155371,fre,La mort et l'Occident,1983,-68,222,79
497,BV000155596,ger,Das klassizistische Porträt,1982,366,-298,187
498,BV000155856,eng,Renaissance Italian theater,1984,476,260,-1
499,BV000155908,eng,Jan van Hemessen,1983,263,-290,-1
500,BV000156064,ger,Sienesische Bildhauer am Duomo Vecchio,1984,-157,-151,73
501,BV000156482,ger,Der Weiße im Spiegel der Farbigen,1983,195,-268,-1
502,BV000156498,ger,Vierhundert Jahre Andrea Palladio,1982,349,162,-1
503,BV000156675,eng,The building of the Vatican,1983,-268,-120,62
504,BV000156725,eng,The divine country,1982,140,-113,-1
505,BV000156815,ita,Venezia: quale immagine?,1982,-63,-166,85
506,BV000156975,ita,Immagini anatomiche e naturalistiche nei disegni degli Uffici,1984,161,-321,105
507,BV000157101,ita,La palude dei Papi,1982,178,-313,105
515,BV000157436,ita,Esotismo in Roma barocca,1982,-200,-272,72
516,BV000157566,ita,Studi bizantini e neogreci,1983,-85,109,86
517,BV000157839,ger,Jahreszeiten-Sarkophage,1984,438,83,37
518,BV000158033,ger,Fabula docet,1983,195,-343,-1
519,BV000158496,lat,Libro e immagine,1982,481,324,-1
520,BV000159048,eng,Automobiles and the future,1983,-80,-30,92
521,BV000159107,ita,"Giuseppe Piermarini, architetto neoclassico",1983,268,-188,152
522,BV000159196,ita,Adrien Manglard,1982,268,-158,129
523,BV000159258,lat,Insegnamento e riforma nell'ordine domenicano,1983,481,355,-1
524,BV000159530,ger,Topica universalis,1983,336,-226,-1
527,BV000160047,ita,La vita di un pittore,1983,46,-120,-1
528,BV000160323,ita,Una poetessa ed altri animali,1982,-161,-253,70
529,BV000160920,ita,La crisi di fine secolo e l'età giolittiana,1982,434,366,59
530,BV000161026,ita,Padova fra Ottocento e Novecento,[1982],93,-132,-1
531,BV000161356,ita,San Benedetto e la civiltà monastica nell'economia e nella cultura dell'Alto Medio Evo,1982,183,75,89
532,BV000161542,ita,Codici liturgici miniati dei Benedettini in Toscana,1982,183,83,89
533,BV000161557,ita,"Arti, mestieri, tecniche",1983,-153,56,84
534,BV000162012,ita,La parabola del teorico,1982,-55,-309,67
535,BV000162085,ita,La Galleria Doria Pamphilj a Roma,1982,200,-166,131
536,BV000162093,eng,An introduction to medieval enamels,1983,136,26,94
537,BV000162097,ita,Tessuti serici italiani,1983,378,324,-1
538,BV000162099,ita,Metodo e scienza,1982,353,204,-1
539,BV000162100,ita,La città degli Uffizi,1982,-370,-226,6
540,BV000162501,ger,Festung Hohensalzburg,1983,251,-309,175
541,BV000162512,ger,"Religion, Kunst, Vaterland",1983,-255,-139,-1
542,BV000162868,ger,15 Aufsätze zur Geschichte der Malerei,1982,-425,34,16
543,BV000163045,ita,Mai di traverso,1982,-119,494,2
544,BV000163324,ger,Das Kronprinzensilber,1982,200,22,-1
545,BV000163327,ger,Architektur der Weltausstellungen,1983,144,-275,115
546,BV000163353,ger,Gefälschte Antike,1982,-366,306,-1
547,BV000163373,ger,Das geheime Leben des Salvador Dali,1984,408,-162,-1
548,BV000163479,ita,G. B. Piazzetta,1983,34,-510,-1
549,BV000164108,ger,Giovanni Francesco Marchini,1984,-140,-453,-1
550,BV000164133,eng,Hercules at the crossroads,1983,106,-309,-1
551,BV000164302,ita,"Wendingen, 1918 - 1931",1982,-263,-117,62
552,BV000164810,ger,Außereuropäische Musik,[1984],144,-102,-1
553,BV000164824,ger,Das Gunthertuch im Bamberger Domschatz,1984,361,-279,-1
554,BV000164949,eng,Labor and the Chinese Revolution,1983,361,-249,-1
555,BV000167275,ita,La città di Leon Battista Alberti,1982,131,30,94
556,BV000167335,ita,La diocesi di Ferentino,1983,21,-22,97
557,BV000167824,ita,Umberto Boccioni,1983,46,136,76
558,BV000167869,ger,Bestände in wissenschaftlichen Bibliotheken,1982,-157,-476,45
559,BV000167962,eng,Visions of the sea,1983,-327,83,8
560,BV000167994,ger,Chinoiserie,1984,268,-287,-1
561,BV000168115,ita,Futuristi nelle Marche,1982,-68,26,91
562,BV000168339,eng,John Hogan,1982,114,-52,-1
563,BV000168381,und,Disegni di Tancredi,1983,195,147,83
564,BV000168429,ita,Luigi Veronesi,1983,378,-249,143
565,BV000168699,ger,Die Struktur der Kunst in Hegels Ästhetik,1983,-51,-336,67
566,BV000169008,ita,Lazio,1982,-76,-215,-1
567,BV000169193,ita,Liguria,1982,413,-90,-1
568,BV000169412,ita,La via francigena in Toscana,1984,195,275,-1
569,BV000169845,ger,Wallfahrt kennt keine Grenzen,1984,-119,-192,-1
570,BV000170296,ita,Genova e la Liguria nel Mediterraneo,1982,268,-52,-1
571,BV000170763,ita,Vicenza,1982,195,306,-1
572,BV000170790,ger,Die mittelalterliche Glasmalerei im Erfurter Dom,1980,349,-56,-1
573,BV000170796,ger,Die mittelalterliche Glasmalerei im Erfurter Dom,1983,76,-109,-1
574,BV000170831,ita,Repertorio della pittura fiorentina del Seicento,1983,-404,0,-1
575,BV000170836,ita,Sustermans,1983,-4,188,-1
576,BV000170897,ita,Boccioni prefuturista,1983,59,-79,-1
577,BV000171248,ger,De rebus militaribus,1984,447,370,-1
578,BV000171342,eng,Mario Marè,1982,289,-268,170
579,BV000171426,ger,Jud Süss,1983,144,-154,-1
580,BV000171708,eng,Manuscripts in the fifty years after the invention of printing,1983,-110,-328,34
581,BV000171895,ger,Museum Folkwang Essen,1983,170,290,-1
582,BV000171931,eng,Elsevier's dictionary of jewellery and watchmaking,1984,310,-120,-1
583,BV000171935,ita,Invito a Francesco Hayez,1982,17,-411,36
584,BV000171944,ita,I Riccardi a Firenze e in villa,1983,306,-290,178
585,BV000172226,ger,Rosa von Praunheim,1984,323,-170,163
586,BV000172321,ita,Melotti,1983,263,-185,152
587,BV000172428,ger,Das politische Italienbild der Deutschen zwischen Aufklärung und europäischer Revolution von 1848,1984,-208,-476,-1
588,BV000172516,ita,Padova e le sue mura,1982,102,-192,-1
589,BV000172547,ita,Le stampe dei Carracci,1984,-68,-102,93
590,BV000172549,eng,Charles Walter Stetson,1982,404,-241,-1
591,BV000172559,ger,Der St. Galler Klosterplan,1983,259,-241,142
592,BV000172638,ita,Tesori di Strada Nuova,1982,-140,151,28
593,BV000172666,ita,Trieste neoclassica,1982,-285,-98,-1
594,BV000172992,ita,I disegni dei Consetti nelle collezioni della Biblioteca Civica di Storia dell'Arte Luigi Poletti,1982,408,-102,-1
595,BV000174421,ita,Morlotti,1982,395,-204,-1
596,BV000174432,ita,Il complesso di San Francesco Grande in Padova,1983,204,34,-1
597,BV000174541,ita,Armi antiche,1982,229,-313,175
598,BV000174584,ita,Conoscere una città,1982,-340,260,-1
599,BV000174588,ita,La regola e l'arte,1982,-327,317,-1
600,BV000174590,ita,La città artistica,1983,374,230,-1
601,BV000174648,ita,Frate Jacopone e un'antica statua della madonna in Todi,1982,119,-71,-1
602,BV000175297,ita,Parchi della Toscana,1982,200,83,89
603,BV000175435,ger,Clemens Wenzeslaus Coudray,1983,225,-272,-1
604,BV000175734,ger,Straßen des Glaubens,1983,276,-256,150
605,BV000175755,fre,Autour de David,1983,25,321,-1
606,BV000176174,ger,Peter Paul Rubens und die Bildnisse seiner Familie in der Alten Pinakothek,1982,276,45,-1
607,BV000176176,ger,Die Alexanderschlacht und die Historienbilder des bayerischen Herzogs Wilhelm IV. und seiner Gemahlin Jacobaea für die Münchner Residenz,1983,34,-11,-1
609,BV000177074,eng,Romans and barbarians,1982,183,-309,105
610,BV000177228,ita,I campanili di Roma,1983,-178,-283,-1
612,BV000177432,ger,"Schlafen kann ich, wenn ich tot bin",1982,195,-358,-1
613,BV000177504,ger,Venedig,1983,34,-487,14
614,BV000177567,ger,Apodemiken,1983,285,204,-1
615,BV000177825,fre,La céramique en France,1983,80,332,-1
616,BV000178255,ita,Gherardo Mechini architetto di sua altezza,1983,268,453,0
617,BV000178257,ita,"Chiese, monasteri, ospedali del piano e delle colline di Ripoli",1983,357,-207,-1
618,BV000178465,eng,Jefferson's Monticello,1983,404,-256,-1
619,BV000178495,eng,Travel literature and the evolution of the novel,1983,-42,230,-1
620,BV000178615,ger,Signete,1984,408,-283,-1
621,BV000179122,ger,Die Bugattis,1983,238,-102,-1
622,BV000179444,ita,Le cupole del Brunelleschi,1982,208,-309,-1
623,BV000179996,ger,Die Thematisierung der Architektur,1983,293,-166,161
626,BV000180080,ger,Zepter und Narrenkappe,1983,42,351,-1
627,BV000180205,ita,Memorie cortonesi dal 1642 al 1670,1982,281,-79,-1
628,BV000180218,ger,Wandmalerei als Ordenspropaganda,1983,442,275,-1
629,BV000180283,eng,Renaissance eloquence,1983,332,-253,-1
630,BV000180458,ita,Architettura rinascimentale in Alta Valsugana,1983,-281,-94,-1
631,BV000181574,ger,Der Fall Roms,1984,455,83,37
632,BV000181867,ita,La Certosa del Galluzzo a Firenze,1982,-293,-75,-1
633,BV000181936,eng,The life of Saint Nicholas in Byzantine art,1983,191,60,-1
634,BV000181946,ita,L' architettura fortificata negli studi di Leonardo da Vinci,1984,327,181,24
635,BV000182121,ger,Bildprogramme in deutschen Kunstmuseen des 19. Jahrhunderts,1984,-136,-457,-1
636,BV000182332,ita,Carlo Ceresa,1983,268,-196,152
637,BV000182337,ita,Bernardo Buontalenti e la burocrazia tecnica nella Toscana Medicea,1983,374,283,-1
639,BV000182399,ger,Land und Volk der Rätoromanen,1983,12,30,90
640,BV000182494,eng,Romanticism and realism,1984,-400,49,16
643,BV000182771,ger,Die Elisabethkirche zu Marburg in ihrer ursprünglichen Farbigkeit,1984,-421,52,16
644,BV000182783,ger,Spurensicherungen,1983,-42,222,-1
645,BV000183088,dut,Monumentale beeldhouwwkunst in Nederland,1984,-336,90,8
646,BV000183483,ger,Erhöhung staatswirtschaftlicher Effizienz durch budgetäre Selbstbeschränkung?,1984,302,-68,-1
647,BV000183550,ita,Il tempio di San Fortunato a Todi,1982,383,64,57
648,BV000183590,ita,Tintoretto observed,1983,-570,79,1
649,BV000183593,ger,Kühlkugel und Wärmapfel,1984,421,-151,-1
650,BV000183815,ita,Disegni neoclassici tra regola e fantasia,1983,200,151,83
651,BV000183819,ger,Das stellvertretende Bildnis,1984,263,147,24
656,BV000183830,ger,Jacob Burckhardt,1973,195,230,-1
657,BV000183833,ger,Jacob Burckhardt,1982,-310,340,-1
660,BV000184082,ita,Frammenti antichi del convento di S. Alessio,1982,97,158,-1
661,BV000184479,ger,Vivarium,1984,17,-117,100
662,BV000184571,ger,Adolf von Hildebrand,1984,153,-290,107
663,BV000185228,ger,A bibliography of Aristotle editions,1984,-4,-294,-1
665,BV000185522,ita,Arte della maschera nella Commedia dell'arte,1983,281,-215,-1
666,BV000185605,ita,Astronomia ed astrologia nel Medioevo,1982,131,-287,109
667,BV000185618,ger,Christoph Murer und die XL. Emblemata miscella nova,1982,200,-188,-1
668,BV000185976,fre,Images de l'homme devant la mort,1983,93,-185,-1
669,BV000186597,ger,Aus dem Wirtshaus zum Wilden Mann,1984,-17,34,91
670,BV000186672,lat,Storia naturale,1984,-119,-64,-1
671,BV000187152,ita,L' armonia e i conflitti,1983,161,-306,105
672,BV000188109,eng,Peach blossom spring,1983,-17,-192,82
673,BV000188201,ita,Venezia scomparsa,1984,51,-479,-1
674,BV000188222,ger,"Das Auge ist ein Herr, das Ohr ein Knecht",1983,-421,0,18
675,BV000188223,ger,Die Justitia,1984,114,-188,-1
676,BV000188245,eng,Pope and bishops,1984,149,468,4
677,BV000188341,ita,La pittura nel XIV e XV secolo,1983,336,-83,173
678,BV000188759,ger,Englische Sakralarchitektur des Mittelalters,1984,127,41,94
679,BV000190740,ita,Milano città fortificata,1983,-34,41,91
686,BV000191026,eng,Australian National Gallery,1982,255,-177,161
687,BV000191032,ita,Pittura garibaldina da Fattori a Guttuso,1982,545,64,5
688,BV000191152,ita,Achille Perilli,1982,174,-324,105
689,BV000191153,ita,Il disegno industriale italiano,1983,417,358,59
690,BV000191180,ger,Franz Hanfstaengl,1984,-114,-234,56
695,BV000194353,ita,La scoperta della Riviera,1982,221,-238,141
696,BV000195501,ita,Disegno italiano fra le due guerre,1983,378,188,-1
697,BV000195550,eng,Two ivory kings in the British Museum and the Norman Conquest,1983,374,-34,-1
700,BV000196818,ger,Ein Hamburger sammelt in London,[1984],-221,109,40
701,BV000196861,ger,Alte Pinakothek München,1983,-106,-136,73
702,BV000196889,ger,Der Symbolbegriff in der Ästhetik und Kunstwissenschaft,1983,-29,-340,67
703,BV000196955,ger,Sieg über die Sonne,1983,-310,302,31
705,BV000197352,ger,Das Collegium Germanicum in Rom und die Germaniker,1984,166,-324,105
706,BV000197389,ita,Dal gotico al barocco in Sardegna,1982,-263,-132,-1
707,BV000198260,ger,Die Ausmalung der Unterkirche von San Francesco in Assisi durch den Franziskusmeister,1983,72,120,76
708,BV000198294,ger,Del bello intelligibile,1983,208,-226,141
709,BV000198390,ger,Giovanni Battista Tiepolo in der Villa Valmarana ai Nani,1984,42,124,76
710,BV000198476,ita,Peggy Guggenheim,1983,310,-90,-1
711,BV000198582,ita,Milano sparita,1983,-298,-94,-1
712,BV000198587,eng,Occult and scientific mentalities in the Renaissance,1984,187,-154,-1
713,BV000198604,fre,Le péché et la peur,1990,310,-332,-1
715,BV000199005,eng,Raphael,1983,404,-90,-1
716,BV000199127,ita,Verso l'altrove,©1983,-378,272,-1
717,BV000199198,ger,Raphaels Christologie,1983,76,94,76
718,BV000199283,ita,Le strade e i portici di Bologna,1982,-302,211,-1
719,BV000199285,ita,Nuove passeggiate laziali,1983,-246,313,-1
720,BV000199595,ger,St. Peter,1983,166,-173,-1
721,BV000200989,ita,Il secolo XII,1983,400,-275,-1
722,BV000201435,ger,Messing,1982,183,-302,105
723,BV000201569,ita,Strade in Vaticano,1982,114,15,94
724,BV000201839,eng,Rembrandt nel Seicento toscano,1983,-566,68,1
725,BV000202905,eng,Art and architecture in the Balkans,1984,-387,294,-1
726,BV000202938,syc,Homélies anonymes du VIe siècle,1984,323,-124,191
729,BV000203313,eng,Art of the Bronze Age,1984,-374,298,-1
730,BV000203384,ita,La donna Liberty,1983,89,-234,-1
731,BV000203458,eng,Mélanges d'archéologie et d'histoire médiévales,1982,42,366,42
733,BV000204001,eng,The eloquence of symbols,1983,-76,192,-1
734,BV000204216,ger,Das Kirchenbild Innocenz' III.,1983,131,453,4
735,BV000204337,ita,I piaceri e i giorni,1983,-200,-249,71
736,BV000204712,ger,Tizians Kasseler Kavalier,1982,123,37,94
737,BV000204800,ger,Italienische Riviera,1984,-51,18,91
738,BV000204804,ger,Die Honorantie civitatis Papie,1983,268,-68,-1
739,BV000205007,ger,Das Münter-Haus in Murnau,[1984],29,-483,-1
740,BV000205176,ita,Gian Vincenzo Imperiale,1983,289,124,24
741,BV000205634,ita,Arte in Italia,1983,468,328,-1
742,BV000205637,ita,Venezia,1982,-281,253,-1
743,BV000205714,ita,Magna Grecia bizantina e tradizione classica,1978 [erschienen] 1982,25,-124,-1
744,BV000206028,fre,Le monnayage byzantin,1984,-106,120,86
745,BV000206429,ita,La roba e la libertà,1982,574,-98,3
746,BV000206743,ita,Giotto,1983,242,7,96
747,BV000207057,ita,Gli Italici,1983,361,-241,-1
748,BV000207323,ita,La Fabbrica di San Pietro,1983,-123,-120,73
749,BV000207327,ita,Ritrovamenti archeologici inediti nell'antico Cenedese,1982,-34,381,12
750,BV000207333,eng,Selections from the decorative arts in the J. Paul Getty Museum,1983,34,336,-1
751,BV000207876,ita,Catalogo dei disegni antichi,1982,51,-358,-1
753,BV000208091,ita,Gilberto Zorio,1982,242,-166,130
754,BV000208161,ita,I ponti di Venezia,1983,76,-487,-1
755,BV000208187,ita,Le mura e le porte di Roma,1982,-221,-268,-1
756,BV000208656,ita,Arte organaria in Liguria,1982,153,-336,-1
757,BV000208661,ita,Roma ieri e oggi,1982,-187,-260,71
758,BV000208723,ger,Diversarum artium studia,1982,170,18,-1
759,BV000208873,ger,Heinrich Aldegrever,1982,110,185,41
760,BV000209130,ger,Zeittafel zur Papiergeschichte,1983,417,-207,-1
761,BV000209490,ger,Bibliographie zur Kunstgeschichte des 19. Jahrhunderts,1984,-327,264,29
762,BV000209921,ita,La scenografia barocca,1982,89,264,-1
763,BV000209922,ita,Centri storici di grandi agglomerati urbani,1982,357,260,-1
764,BV000209923,ita,Riforma religiosa e arti nell'epoca Carolingia,1983,-332,328,32
765,BV000210017,eng,Richelieu and Olivares,1984,80,347,-1
766,BV000210073,ger,Die Stroganoffs,1984,217,302,-1
767,BV000210681,ger,Lexikon Antiquitäten und Kunsthandwerk,1984,306,-124,-1
768,BV000210698,fre,La gravure de mode féminine en France,1983,25,313,-1
769,BV000211150,eng,Codicology of the court school of Charlemagne,1984,208,105,-1
770,BV000211199,ger,Aus Kirche und Reich,1983,-76,200,-1
772,BV000211632,ger,Das Ende der Kunstgeschichte?,1984,-4,-90,-1
773,BV000212010,ita,Architettura e storia dei trulli,1983,191,-302,-1
774,BV000212245,ita,Giambattista Piazzetta,1983,255,-290,121
775,BV000212907,ger,Der Archäologe,1983,272,-321,-1
776,BV000213138,ita,Ville patrizie bergamasche,1983,110,-200,-1
777,BV000213224,ger,Paläographie und Paläotypie,1984,140,-158,-1
778,BV000213266,ita,Il materiale altomedievale nelle Collezioni Stibbert di Firenze,1983,42,147,76
780,BV000213599,fre,Dieu dans l'art,1984,136,464,4
781,BV000213914,ger,Mithras,1984,212,-321,175
782,BV000213926,ger,In memoriam Herbert von Einem,1984,387,-173,184
783,BV000214011,ita,Carlo Scarpa,1984,430,-166,-1
784,BV000214425,ger,Öffentliche Planungsziele und staatliche Budgets,[1985],-178,-472,45
785,BV000214717,fre,Voyageurs français à Vérone,1984,306,-71,-1
786,BV000215697,ita,Magnelli in Toscana,1983,225,-302,120
787,BV000215963,ger,Imagination und Imago,1983,-59,200,-1
